RID,Case ID,Sentence Year,Offender ID,Sex,Age Range,Ethnicity,No. of Charges,Offense Severity Group,Type of Homicide,Type of Sentence,Presence of Witnesses,Time of Crime Commited,Sentence Imposed,Sentence Suspended,Sentence to Serve,Sentence on Probation,Amount (VVCA),Amount (FINE),Amount (REST),Amount (FSUS),Type of Offense
22762,7721743,2012.0,7064647,M,22-30,,5.0,,,Probation,Yes,Night,26.666666666666668,20.0,0.0,36.0,300.0,0.0,0.0,0.0,Weapon
16502,9950676,2014.0,5736156,M,41-50,Black,4.0,M8,,Incarceration,Yes,Morning,48.0,0.0,36.0,0.0,4500.0,0.0,0.0,0.0,Weapon
13255,1262509,2015.0,580205,M,31-40,Black,1.0,,,Probation,No,Morning,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
2450,741777,2020.0,8621346,M,22-30,Black,4.0,M5,,Incarceration,No,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
23564,3757307,2012.0,2166866,F,18-21,Black,1.0,,,Probation,Unknown,Afternoon,32.0,24.0,0.0,36.0,300.0,,0.0,0.0,Property
20861,5305523,2013.0,3141533,M,22-30,,8.0,M5,,Incarceration,,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Other
8964,7431107,2017.0,7745170,M,18-21,Black,14.0,M5,,Incarceration,No,Afternoon,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Other
3331,3907234,,3269834,M,22-30,Black,2.0,M3,,Incarceration,Unknown,Morning,136.0,0.0,102.0,0.0,300.0,0.0,0.0,0.0,Property
2110,6505337,2021.0,3566482,M,,Black,1.0,M6,,Incarceration,No,Morning,,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
14974,3628070,2015.0,5289833,F,31-40,Black,1.0,,,Probation,Yes,Afternoon,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
18408,6748128,2014.0,9441991,M,18-21,Black,1.0,M9,,Incarceration,No,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
14284,4887689,2015.0,7748675,M,22-30,Black,1.0,,,Probation,Unknown,Afternoon,20.0,15.0,,24.0,300.0,0.0,0.0,0.0,Weapon
7131,5187345,2018.0,6905492,M,,Black,1.0,M7,,Short Split,No,Evening,16.0,9.0,3.0,18.0,300.0,0.0,0.0,0.0,Weapon
20387,167571,2013.0,8195255,M,31-40,Black,1.0,D2,,Short Split,No,Evening,48.0,36.0,1.0,36.0,300.0,0.0,0.0,0.0,Drug
5152,5657377,2019.0,8855072,M,,Black,1.0,M4,,Incarceration,Unknown,Afternoon,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
544,9402648,2022.0,5137451,F,22-30,Black,,,,Incarceration,Yes,Evening,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Violent
24065,9955825,2012.0,7258477,M,18-21,Black,3.0,,,Incarceration,No,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
10714,4460546,2016.0,4699053,M,41-50,Black,2.0,M8,,Incarceration,No,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Property
748,336596,2021.0,3599590,M,22-30,Black,4.0,M5,,Incarceration,No,Afternoon,128.0,0.0,96.0,0.0,300.0,0.0,0.0,0.0,Weapon
9502,6227068,2017.0,6822817,M,41-50,Black,3.0,D2,,Probation,Yes,Night,24.0,18.0,,18.0,300.0,0.0,0.0,0.0,Drug
14450,8839529,2015.0,4864995,F,18-21,Black,1.0,M6,,Short Split,Yes,Night,16.0,12.0,1.0,24.0,300.0,0.0,0.0,0.0,Violent
20158,1270273,2013.0,5239605,M,41-50,Black,1.0,M7,,Incarceration,Yes,Afternoon,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Property
3147,4901546,2020.0,3845758,M,,Black,1.0,M6,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
14531,3129296,2015.0,4792016,M,31-40,Black,1.0,D3,,,No,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
23995,6159780,2012.0,8703605,M,22-30,Other or Unknown,1.0,D3,,Probation,Yes,Afternoon,18.666666666666668,14.0,0.0,0.0,300.0,0.0,0.0,0.0,Drug
11703,7876316,2016.0,5315001,M,18-21,,1.0,M7,,Incarceration,No,Afternoon,53.333333333333336,0.0,40.0,0.0,300.0,0.0,0.0,0.0,Property
15672,3713448,2014.0,5458637,M,,Black,1.0,M9,,Incarceration,No,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
2948,1767547,,3972923,M,41-50,Black,3.0,M8,,Short Split,Yes,Afternoon,24.0,18.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
3354,7646979,2020.0,7916660,M,22-30,Black,1.0,M6,,,Yes,Evening,66.66666666666667,0.0,50.0,0.0,300.0,0.0,0.0,0.0,Sex
17759,719166,2014.0,5218412,M,31-40,Black,1.0,D2,,Probation,No,Afternoon,24.0,18.0,0.0,18.0,300.0,,0.0,0.0,Drug
18035,3938847,2014.0,4088534,M,18-21,Black,1.0,D4,,Probation,Yes,Night,16.0,12.0,0.0,12.0,300.0,0.0,,0.0,Drug
11284,316755,2016.0,9845788,M,,Black,1.0,D3,,,Yes,Evening,12.0,9.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
5336,2220358,2019.0,3709932,M,22-30,Black,1.0,M9,,Probation,Unknown,Evening,16.0,12.0,0.0,36.0,300.0,0.0,0.0,0.0,Other
20767,6398852,2013.0,1560873,M,31-40,White,1.0,D2,,Short Split,No,Morning,16.0,9.0,3.0,12.0,300.0,0.0,0.0,0.0,Drug
17589,4727060,2014.0,1536864,M,,Black,1.0,,,Incarceration,Yes,Afternoon,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Violent
4396,4060947,2020.0,6721562,M,18-21,Black,1.0,,,Short Split,No,Evening,24.0,13.0,5.0,24.0,300.0,0.0,0.0,0.0,Violent
13053,9794501,2015.0,7295805,M,18-21,Black,6.0,,,Short Split,Unknown,Afternoon,24.0,14.0,4.0,24.0,300.0,0.0,0.0,0.0,Property
8476,2955795,2018.0,2261360,F,41-50,Black,1.0,,,Probation,Unknown,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
24079,6015458,2012.0,2199333,M,51-60,Black,1.0,D3,,Probation,Yes,Morning,18.666666666666668,14.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
5053,2489599,2019.0,6352397,M,61-70,Black,5.0,M8,,Long Split,No,Night,56.0,20.0,22.0,0.0,300.0,0.0,0.0,0.0,Violent
3958,8711878,2020.0,8827133,M,22-30,Black,1.0,M6,,Incarceration,Yes,Morning,56.0,,42.0,0.0,300.0,,0.0,0.0,Violent
21737,7565338,2012.0,2051059,M,22-30,Black,3.0,M4,,Incarceration,Yes,Morning,160.0,0.0,,0.0,300.0,0.0,0.0,0.0,Violent
13670,3563743,2015.0,3158581,M,51-60,Black,1.0,,,,No,Afternoon,21.333333333333332,10.0,6.0,24.0,300.0,0.0,0.0,0.0,Property
13273,3719401,2015.0,4426649,M,18-21,Black,33.0,M5,,Incarceration,Unknown,Morning,80.0,0.0,,0.0,300.0,0.0,0.0,0.0,Violent
12230,4355455,2016.0,6729805,M,22-30,Black,2.0,,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
14953,8964748,2015.0,8285655,M,18-21,Black,1.0,,,,Unknown,Night,32.0,0.0,24.0,0.0,300.0,0.0,375.0,0.0,Violent
2861,7981851,2020.0,61545,M,22-30,Black,1.0,,,Probation,Yes,Night,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
7700,58246,2018.0,3924450,M,18-21,Black,1.0,M8,,Probation,Yes,Night,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
10597,4937921,2016.0,9111551,M,,Black,6.0,M2,Murder II,Incarceration,Yes,Morning,384.0,0.0,288.0,0.0,6000.0,0.0,0.0,0.0,Homicide
17637,2709659,2014.0,444637,M,22-30,Other or Unknown,1.0,,,Short Split,No,Night,16.0,6.0,6.0,12.0,300.0,0.0,0.0,0.0,Violent
14466,5935201,2015.0,5243952,M,31-40,Black,1.0,D2,,Long Split,Yes,Afternoon,21.333333333333332,4.0,12.0,16.0,300.0,0.0,0.0,0.0,Drug
21361,6424076,2013.0,3436180,M,41-50,Black,1.0,M8,,Probation,No,Morning,20.0,15.0,0.0,18.0,300.0,0.0,0.0,0.0,Property
17971,6174655,,8122089,,41-50,White,1.0,D3,,Probation,Yes,Evening,13.333333333333334,10.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
8060,1974009,2018.0,862205,M,22-30,Black,2.0,D2,,Probation,Yes,Afternoon,32.0,24.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
18873,4973066,2013.0,921938,M,22-30,Black,1.0,M9,,,No,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
10052,4388942,2017.0,2866194,M,41-50,Black,2.0,,,Incarceration,Unknown,Evening,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Violent
9917,3802897,2017.0,573534,M,22-30,Black,1.0,M8,,Short Split,Yes,Afternoon,16.0,12.0,1.0,12.0,300.0,,0.0,0.0,Weapon
18619,3375553,2013.0,3448085,M,22-30,Black,51.0,M8,,Incarceration,No,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
7111,755752,2018.0,9353144,M,22-30,Black,2.0,M5,,Incarceration,No,Evening,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Weapon
13478,9786100,2015.0,8702308,M,,Black,1.0,,,Short Split,Unknown,Morning,16.0,7.0,5.0,12.0,300.0,0.0,0.0,0.0,Violent
11575,1168290,2016.0,9372199,M,22-30,Black,5.0,M8,,Incarceration,Yes,Morning,13.333333333333334,0.0,10.0,0.0,,0.0,0.0,0.0,Property
13325,1449463,2015.0,3836591,M,22-30,Black,2.0,M5,,Incarceration,No,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
22407,9889521,2012.0,5592704,M,22-30,Black,1.0,,,Short Split,Yes,Morning,24.0,12.0,6.0,24.0,300.0,0.0,0.0,0.0,Drug
14163,4000710,2015.0,2742268,M,18-21,Black,1.0,M8,,Incarceration,Yes,Afternoon,20.0,0.0,15.0,0.0,300.0,0.0,0.0,0.0,Violent
15994,8239828,2014.0,2989953,M,22-30,Black,1.0,D3,,Probation,Unknown,Morning,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
3195,5017911,2020.0,957773,M,18-21,Black,1.0,,,Probation,Yes,Morning,16.0,12.0,0.0,24.0,300.0,0.0,0.0,0.0,Weapon
18739,2492487,2013.0,441639,M,22-30,Black,7.0,M7,,Incarceration,Yes,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
1944,6845345,2021.0,1846880,M,22-30,Black,1.0,M8,,Long Split,Unknown,Evening,24.0,6.0,12.0,18.0,300.0,0.0,0.0,0.0,Violent
24363,2441948,2012.0,7660055,M,22-30,Black,1.0,D2,,Incarceration,Yes,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Drug
1929,9674927,2021.0,9933477,M,22-30,Black,1.0,M6,,Long Split,Unknown,Evening,96.0,42.0,30.0,24.0,300.0,0.0,0.0,0.0,Violent
12012,1121722,2016.0,3622246,M,18-21,Black,1.0,M5,,Incarceration,Unknown,Evening,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
7788,9131439,2018.0,6307405,M,41-50,Black,1.0,D3,,Short Split,Unknown,Afternoon,32.0,18.0,6.0,24.0,300.0,0.0,0.0,0.0,Drug
2700,5348322,2020.0,5918759,M,31-40,Black,1.0,M7,,Incarceration,Yes,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
16734,5637802,2014.0,4522807,M,31-40,Black,1.0,D2,,Incarceration,Yes,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
14758,355102,2015.0,5783967,M,22-30,Black,1.0,D2,,Incarceration,No,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
10459,6374663,2017.0,7699949,M,22-30,Black,1.0,M9,,Short Split,No,Night,16.0,12.0,1.0,9.0,300.0,0.0,0.0,0.0,Other
11848,670367,2016.0,4628547,M,18-21,Black,1.0,D2,,Probation,Unknown,Night,16.0,12.0,0.0,24.0,300.0,0.0,,0.0,Drug
12414,5805504,2016.0,3609323,M,22-30,Other or Unknown,1.0,M8,,Short Split,Unknown,Morning,24.0,12.0,6.0,14.0,300.0,0.0,0.0,0.0,Weapon
4004,3217480,2020.0,5565546,F,51-60,Black,1.0,M8,,Short Split,Yes,Morning,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Violent
7724,2855590,2018.0,9452055,M,41-50,Black,1.0,D3,,Short Split,,Afternoon,16.0,9.0,3.0,12.0,300.0,0.0,0.0,0.0,Drug
3186,233125,2020.0,3441155,M,22-30,Black,2.0,M5,,Incarceration,Yes,Morning,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Other
22898,7062360,2012.0,1700609,M,22-30,Black,1.0,M8,,Incarceration,Yes,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Property
20352,1408043,2013.0,7600473,M,18-21,Black,1.0,,,Incarceration,No,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Violent
24113,8409571,2012.0,6883653,M,31-40,Black,1.0,D2,,Incarceration,Yes,Night,32.0,,24.0,0.0,300.0,0.0,0.0,0.0,Drug
15422,6916332,2014.0,6960110,M,18-21,Black,21.0,M1,Murder I,Life,Yes,Night,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,Homicide
22111,7340829,2012.0,2680764,M,31-40,Black,4.0,M8,,Incarceration,No,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Property
17167,8621220,2014.0,5526286,M,41-50,Black,1.0,D2,,Incarceration,Unknown,Night,49.333333333333336,0.0,37.0,0.0,300.0,0.0,0.0,0.0,Drug
14072,3538441,2015.0,5291029,M,22-30,Black,1.0,M7,,Incarceration,No,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
13331,4698152,2015.0,2590174,F,51-60,Black,1.0,M9,,,Unknown,Morning,16.0,9.0,,12.0,300.0,0.0,0.0,0.0,Other
22095,6527757,2012.0,6546444,M,31-40,Black,1.0,D2,,Incarceration,Yes,Morning,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Drug
13105,8224712,2015.0,5723165,M,18-21,Black,2.0,M8,,Incarceration,Unknown,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Property
18002,1748384,2014.0,5837879,M,31-40,Black,2.0,D2,,Short Split,Yes,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
12440,8660165,2016.0,4785851,M,51-60,Other or Unknown,1.0,M9,,Probation,Yes,Morning,16.0,12.0,0.0,24.0,300.0,0.0,0.0,0.0,Sex
9293,2420253,2017.0,4172256,M,22-30,Black,1.0,M3,Voluntary Manslaughter,Incarceration,Yes,Morning,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Homicide
2344,2543751,2021.0,7172445,M,31-40,Black,2.0,D3,,Short Split,Yes,Evening,8.0,6.0,1.0,9.0,300.0,0.0,0.0,0.0,Drug
14142,8042724,2015.0,6838961,M,51-60,Black,1.0,M8,,Incarceration,Yes,Afternoon,,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
11594,8717243,2016.0,9825089,M,22-30,Black,3.0,M8,,Short Split,No,Afternoon,24.0,14.0,4.0,16.0,300.0,0.0,0.0,0.0,Weapon
7371,4868540,2018.0,7109328,M,18-21,Black,4.0,M8,,Probation,Unknown,Afternoon,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
465,7799671,2022.0,129693,M,41-50,Black,2.0,,,Incarceration,Unknown,Morning,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Property
21546,9159330,2013.0,5492095,F,41-50,Black,1.0,,,Incarceration,Yes,Afternoon,29.333333333333332,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Drug
11674,4871498,2016.0,4974203,M,31-40,Other or Unknown,1.0,M8,,Short Split,No,Night,32.0,18.0,6.0,36.0,300.0,0.0,,0.0,Sex
15793,2851910,2014.0,1899999,M,15-17,Black,12.0,M5,,Incarceration,No,Night,80.0,0.0,,0.0,300.0,0.0,0.0,0.0,Violent
21124,7750933,2013.0,9702680,M,,Black,1.0,D3,,Probation,Yes,Evening,10.666666666666666,8.0,,18.0,300.0,0.0,0.0,0.0,Drug
1361,8744687,2021.0,766492,M,22-30,Black,2.0,D4,,Probation,No,Evening,10.666666666666666,8.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
21916,7741796,2012.0,2210231,M,22-30,Black,3.0,M8,,Incarceration,Unknown,Afternoon,,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
5697,4781737,,1321763,M,22-30,Black,2.0,M7,,Long Split,Yes,Evening,64.0,36.0,12.0,12.0,300.0,0.0,0.0,0.0,Weapon
7022,1504562,2018.0,302510,M,22-30,Black,12.0,M2,,Incarceration,Unknown,Afternoon,304.0,0.0,228.0,0.0,300.0,0.0,0.0,0.0,Sex
14682,6800199,2015.0,2912207,M,18-21,Black,1.0,M7,,Incarceration,No,Evening,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Property
18114,4789832,2014.0,1555223,M,22-30,Black,2.0,M7,,Incarceration,Unknown,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
22993,1823500,,1781622,F,31-40,Black,1.0,M9,,Short Split,Unknown,Morning,,8.0,4.0,24.0,300.0,0.0,0.0,0.0,Other
22733,4053173,2012.0,3684610,M,41-50,Black,1.0,D2,,Short Split,No,Night,32.0,18.0,6.0,24.0,300.0,0.0,0.0,0.0,Drug
18493,3439141,2013.0,790670,M,,Other or Unknown,1.0,D2,,Incarceration,Unknown,Evening,,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
7969,2599539,2018.0,6777915,M,18-21,Black,1.0,M5,,Incarceration,Yes,Morning,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Property
10629,3059015,2016.0,2429453,M,15-17,Black,1.0,M9,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
23655,6285377,2012.0,131333,M,41-50,Black,2.0,M8,,Short Split,,Night,16.0,12.0,1.0,36.0,300.0,0.0,0.0,0.0,Property
17430,6566939,2014.0,9429931,M,22-30,Black,1.0,M6,,Probation,No,Afternoon,64.0,48.0,0.0,18.0,300.0,0.0,0.0,0.0,Violent
22779,8038479,2012.0,2634830,M,61-70,Black,1.0,D3,,Short Split,Unknown,Morning,18.666666666666668,14.0,1.0,12.0,300.0,,0.0,0.0,Drug
20636,4180164,2013.0,1582559,M,41-50,Black,1.0,D3,,Short Split,Yes,Night,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
24052,2737016,2012.0,5574154,M,31-40,Black,1.0,D2,,Short Split,No,Night,48.0,30.0,6.0,36.0,300.0,0.0,0.0,0.0,Drug
21466,4657653,2013.0,4765235,M,41-50,,2.0,D3,,Short Split,Unknown,Evening,24.0,18.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
7885,9759424,2018.0,3504111,M,51-60,Black,1.0,D3,,Probation,No,Evening,18.666666666666668,14.0,0.0,18.0,300.0,,0.0,0.0,Drug
587,9517348,2022.0,2912382,M,22-30,Black,1.0,,,Probation,No,Morning,24.0,18.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
24355,4801846,2012.0,3834462,M,22-30,Black,2.0,D2,,Incarceration,Unknown,Night,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Drug
5130,8063596,2019.0,2432889,M,31-40,Black,5.0,D3,,Probation,Unknown,Morning,32.0,24.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
4977,6576612,2019.0,571218,M,22-30,Black,1.0,D2,,Short Split,Unknown,Evening,24.0,15.0,3.0,12.0,300.0,0.0,0.0,0.0,Drug
1801,2155382,2021.0,5022054,M,18-21,Black,3.0,,,Probation,Yes,Morning,12.0,9.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
12658,1064827,2016.0,4401070,M,31-40,Black,1.0,M7,,Incarceration,No,Morning,56.0,,42.0,0.0,300.0,0.0,,0.0,Weapon
2943,3972141,2020.0,9933491,M,18-21,Black,1.0,M8,,Incarceration,No,Afternoon,20.0,0.0,,0.0,300.0,,0.0,0.0,Violent
16237,1855572,2014.0,7043450,M,18-21,White,3.0,M5,,Incarceration,Yes,Morning,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Property
18961,7353991,2013.0,2259855,M,18-21,Black,6.0,M8,,Incarceration,No,Evening,16.0,0.0,12.0,0.0,900.0,0.0,0.0,0.0,Property
294,5134513,2022.0,8444881,F,31-40,Black,1.0,M6,,Long Split,Unknown,Afternoon,80.0,36.0,24.0,36.0,300.0,,0.0,0.0,Property
16173,5280809,2014.0,9206844,M,18-21,Black,5.0,,,Incarceration,No,Night,112.0,,84.0,0.0,300.0,0.0,0.0,0.0,Weapon
7546,8664718,2018.0,900626,F,41-50,Black,1.0,D3,,Probation,Yes,Night,13.333333333333334,10.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
19121,4139601,2013.0,5597066,M,31-40,Black,1.0,M8,,Incarceration,Unknown,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,,Violent
1532,3961517,2021.0,6156855,M,22-30,Black,1.0,M9,,Long Split,Unknown,Morning,34.666666666666664,16.0,10.0,12.0,300.0,0.0,0.0,0.0,Property
22014,7794778,2012.0,607434,M,31-40,Black,1.0,D2,,,No,Evening,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Drug
16181,4765190,2014.0,4289254,M,18-21,Black,2.0,M9,,Incarceration,Yes,Night,16.0,0.0,12.0,0.0,,0.0,0.0,0.0,Other
11764,6504353,2016.0,2659769,M,61-70,Black,1.0,M6,,Short Split,Unknown,Morning,32.0,21.0,3.0,12.0,300.0,0.0,0.0,0.0,Violent
13185,8594235,2015.0,6487583,F,18-21,Black,1.0,M9,,Short Split,Yes,Evening,16.0,12.0,1.0,12.0,300.0,,0.0,0.0,Other
15711,6710328,2014.0,8746828,M,22-30,Black,4.0,,,Incarceration,No,Night,26.666666666666668,0.0,20.0,0.0,1350.0,0.0,0.0,0.0,Drug
306,6471976,2022.0,8767849,M,18-21,Black,1.0,D4,,Probation,Yes,Afternoon,24.0,18.0,0.0,,300.0,0.0,0.0,0.0,Drug
9955,4324073,2017.0,2526386,M,22-30,Black,2.0,,,Long Split,Yes,Morning,26.666666666666668,12.0,8.0,24.0,300.0,0.0,0.0,0.0,Violent
9330,2826882,2017.0,7238695,F,31-40,Black,1.0,,,Incarceration,,Evening,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Violent
10579,2726419,2016.0,6986314,M,22-30,Black,1.0,M2,Murder II,Indeterminate/Incarceration,No,Evening,0.0,0.0,0.0,0.0,3000.0,,0.0,0.0,Homicide
1076,4838049,2021.0,261804,M,22-30,Black,3.0,M2,Murder II,Incarceration,Unknown,Night,112.0,0.0,84.0,,300.0,0.0,0.0,0.0,Homicide
3237,2058682,2020.0,404606,M,41-50,Black,1.0,D4,,Probation,Yes,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
18730,809831,2013.0,5530943,M,18-21,Black,11.0,M5,,Incarceration,No,Night,133.33333333333334,0.0,100.0,0.0,300.0,0.0,0.0,0.0,Other
14404,7543843,2015.0,3084367,F,22-30,Black,2.0,D3,,Probation,No,Morning,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
7486,5858213,2018.0,4535628,M,22-30,White,8.0,M8,,Short Split,Yes,Evening,13.333333333333334,10.0,1.0,6.0,300.0,0.0,0.0,0.0,Weapon
212,5381358,2022.0,6404019,M,31-40,Black,31.0,M9,,Incarceration,Yes,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
790,4711933,2021.0,614237,M,61-70,Black,166.0,M8,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Property
598,5919384,2022.0,1449611,M,31-40,Black,1.0,M8,,Incarceration,Unknown,Night,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Weapon
10723,6905097,2016.0,2335086,M,18-21,Black,2.0,M3,Voluntary Manslaughter,Incarceration,Yes,Night,80.0,0.0,60.0,0.0,600.0,0.0,0.0,0.0,Homicide
2314,8997956,2021.0,6880502,M,22-30,Black,1.0,M8,,Incarceration,Yes,Morning,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Property
9546,9672941,2017.0,3821375,M,51-60,Black,1.0,M9,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Property
19570,9879818,2013.0,8509577,F,41-50,Black,1.0,,,Incarceration,Yes,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
10307,709148,2017.0,3649013,M,,Black,1.0,M7,,Incarceration,Yes,Afternoon,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Weapon
9571,2009094,2017.0,3936149,M,31-40,,1.0,M9,,Incarceration,No,Night,1.3333333333333333,0.0,1.0,0.0,300.0,0.0,0.0,0.0,Other
8873,1180618,2017.0,171104,M,22-30,Black,1.0,M8,,Probation,,Night,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
12820,5483110,,2851413,M,31-40,Black,3.0,M7,,Indeterminate,No,Afternoon,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,Property
945,6759053,2021.0,3814394,M,31-40,Black,9.0,M6,,Incarceration,No,Evening,72.0,0.0,54.0,0.0,300.0,0.0,0.0,0.0,Weapon
10028,2521126,2017.0,5105196,M,31-40,Black,1.0,,,Incarceration,Unknown,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
16895,3119292,2014.0,8452140,M,18-21,Black,1.0,,,Short Split,Yes,Afternoon,21.333333333333332,10.0,6.0,12.0,300.0,,0.0,0.0,Weapon
14944,5849957,2015.0,9376897,M,18-21,Black,1.0,,,Probation,No,Night,24.0,18.0,0.0,18.0,300.0,0.0,0.0,0.0,Violent
14084,5977827,2015.0,1363852,M,22-30,Black,1.0,M6,,Incarceration,Unknown,Evening,50.666666666666664,0.0,38.0,0.0,300.0,0.0,0.0,0.0,Violent
15053,3120895,2015.0,7218065,M,18-21,Black,1.0,M8,,Short Split,Yes,Evening,24.0,18.0,1.0,24.0,300.0,0.0,0.0,0.0,Property
13827,3664655,2015.0,7846892,M,18-21,Black,5.0,M9,,Short Split,Yes,Morning,21.333333333333332,10.0,6.0,12.0,300.0,0.0,0.0,0.0,Property
20424,7755790,2013.0,18068,F,31-40,Black,1.0,D3,,Incarceration,Yes,Morning,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
6918,2996499,2018.0,8600555,M,31-40,Black,2.0,M6,,Incarceration,Yes,Morning,,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Violent
15273,5792140,2014.0,8200612,M,18-21,Other or Unknown,16.0,M8,,Incarceration,No,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Weapon
